index	name	color
220	ctx-lh-cuneus_1 	#e36cda
221	ctx-lh-cuneus_2 	#111798
222	ctx-lh-pericalcarine_1 	#961382
223	ctx-lh-pericalcarine_2 	#2f1a92
224	ctx-lh-lateraloccipital_1 	#5566cd
225	ctx-lh-lateraloccipital_2 	#8777e3
226	ctx-lh-lateraloccipital_3 	#326ca1
227	ctx-lh-lateraloccipital_4 	#c9c8f5
228	ctx-lh-lateraloccipital_5 	#d070dd
229	ctx-lh-lingual_1 	#83e98f
230	ctx-lh-lingual_2 	#0334cf
231	ctx-lh-lingual_3 	#544d82
232	ctx-lh-fusiform_1 	#aaee6a
233	ctx-lh-fusiform_2 	#adbf37
234	ctx-lh-fusiform_3 	#13d660
235	ctx-lh-fusiform_4 	#6c7c94
236	ctx-lh-parahippocampal_1 	#25115b
237	ctx-lh-entorhinal_1 	#b63762
238	ctx-lh-temporalpole_1 	#d0a020
239	ctx-lh-inferiortemporal_1 	#792cd6
240	ctx-lh-inferiortemporal_2 	#2a1d28
241	ctx-lh-inferiortemporal_3 	#590e88
242	ctx-lh-inferiortemporal_4 	#855c22
243	ctx-lh-middletemporal_1 	#86d381
244	ctx-lh-middletemporal_2 	#48abd0
245	ctx-lh-middletemporal_3 	#2a7215
246	ctx-lh-middletemporal_4 	#1a5f47
247	ctx-lh-bankssts_1 	#8d444d
248	ctx-lh-superiortemporal_1 	#f7f041
249	ctx-lh-superiortemporal_2 	#4fce12
250	ctx-lh-superiortemporal_3 	#3d4a71
251	ctx-lh-superiortemporal_4 	#0b496d
252	ctx-lh-superiortemporal_5 	#c14a3c
253	ctx-lh-transversetemporal_1 	#9783c9
254	ctx-lh-insula_1 	#838e41
255	ctx-lh-insula_2 	#2b60b6
256	ctx-lh-insula_3 	#f67450
257	subc-lh-caudate	#293071
258	subc-lh-putamen	#18d72d
259	subc-lh-pallidum	#80934d
260	subc-lh-accumbens-area	#67a5d7
261	thal-lh-pulvinar	#b8e1e6
262	thal-lh-ventral-anterior	#af6b04
263	thal-lh-mediodorsal	#18bb0b
264	thal-lh-lateral-posterior-ventral-posterior-group	#647f13
265	thal-lh-pulvinar-medial-centrolateral-group	#82051a
266	thal-lh-ventrolateral	#bc6bab
267	thal-lh-ventral-posterior-ventrolateral-group	#0692f0
268	amygd-lh-lateral-nucleus	#1a8646
269	amygd-lh-basal-nucleus	#4721a3
270	amygd-lh-central-nucleus	#d6347a
271	amygd-lh-medial-nucleus	#96f57a
272	amygd-lh-cortical-nucleus	#a40e13
273	amygd-lh-accessory-basal-nucleus	#7cbfce
274	amygd-lh-corticoamygdaloid-transitio	#d51d4a
275	amygd-lh-anterior-amygdaloid-area-aaa	#eedf93
276	amygd-lh-paralaminar-nucleus	#15486a
277	hipp-lh-hippocampus-head	#1e9e6d
278	hipp-lh-hippocampus-body	#e0deaf
279	hipp-lh-hippocampus-tail	#6dace3
280	hypo-lh-anterior-inferior	#adb660
281	hypo-lh-anterior-superior	#fbba6e
282	hypo-lh-posterior	#0a663e
283	hypo-lh-tubular-inferior	#052281
284	hypo-lh-tubular-superior	#b221db
285	cer-lh-i_iv	#ade532
286	cer-lh-v	#10912a
287	cer-lh-vi	#ccc1bc
288	cer-lh-crus_i	#c08ff7
289	cer-lh-crus_ii	#7bc418
290	cer-lh-viib	#c31255
291	cer-lh-viiia	#974df7
292	cer-lh-viiib	#f6e5f1
293	cer-lh-ix	#2e1be5
294	cer-lh-x	#e4ca52
295	cer-lh-dentate	#8af100
296	cer-lh-interposed	#bcceaa
297	cer-lh-fastigial	#782a9e
298	cer-mid-vermis_vi	#63f8e1
299	cer-mid-vermis_crus_i	#707a68
300	cer-mid-vermis_crus_ii	#dec572
301	cer-mid-vermis_viib	#bc04f7
302	cer-mid-vermis_viiia	#797ee2
303	cer-mid-vermis_viiib	#e91707
304	cer-mid-vermis_ix	#bbda25
305	cer-mid-vermis_x	#ff1741
306	bstem-mid-midbrain	#34034c
307	bstem-mid-pons	#99c06f
308	bstem-mid-medulla	#3f9f8a
309	bstem-mid-scp	#daff94
3000	wm-brain-whitematter	#066dc7
3001	wm-rh-lateralorbitofrontal_2 	#a49d23
3002	wm-rh-lateralorbitofrontal_3 	#b3248b
3003	wm-rh-lateralorbitofrontal_4 	#e09311
3004	wm-rh-parsorbitalis_1 	#921f4d
3005	wm-rh-frontalpole_1 	#d2c6ab
3006	wm-rh-medialorbitofrontal_1 	#2f3383
3007	wm-rh-medialorbitofrontal_2 	#828316
3008	wm-rh-medialorbitofrontal_3 	#4049d0
3009	wm-rh-parstriangularis_1 	#3ce834
3010	wm-rh-parstriangularis_2 	#b4602c
3011	wm-rh-parsopercularis_1 	#62ba85
3012	wm-rh-parsopercularis_2 	#b3e6f4
3013	wm-rh-rostralmiddlefrontal_1 	#c025c6
3014	wm-rh-rostralmiddlefrontal_2 	#cb6a70
3015	wm-rh-rostralmiddlefrontal_3 	#dec40d
3016	wm-rh-rostralmiddlefrontal_4 	#582b54
3017	wm-rh-rostralmiddlefrontal_5 	#c9e34a
3018	wm-rh-rostralmiddlefrontal_6 	#f07055
3019	wm-rh-superiorfrontal_1 	#69f2c0
3020	wm-rh-superiorfrontal_2 	#16acc4
3021	wm-rh-superiorfrontal_3 	#5f1039
3022	wm-rh-superiorfrontal_4 	#fcba4a
3023	wm-rh-superiorfrontal_5 	#cafeef
3024	wm-rh-superiorfrontal_6 	#c485b7
3025	wm-rh-superiorfrontal_7 	#a52a64
3026	wm-rh-superiorfrontal_8 	#8cd099
3027	wm-rh-caudalmiddlefrontal_1 	#088fa5
3028	wm-rh-caudalmiddlefrontal_2 	#a6fc38
3029	wm-rh-caudalmiddlefrontal_3 	#e50d4a
3030	wm-rh-precentral_1 	#4121e6
3031	wm-rh-precentral_2 	#d2aa8b
